label,trend,seasonal,hike_effect,covid_main_effect,covid_wave1_effect,covid_2021_effect,fitted,residual
2021-02-01,12.830026779733746,-0.1402169002711126,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.75877122010913,-0.005421453015047817
2021-03-01,12.837106550280218,0.012156203198144573,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.91822409412486,0.019687459076246583
2021-04-01,12.83739103768624,-0.04942242938875911,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.856929948943979,0.010197894109650107
2021-05-01,12.834155640579642,-0.06351155822848724,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.839605422997652,-0.0023540900646903395
2021-06-01,12.83173277669247,0.01741070156898218,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.918104818907949,0.007654693369154586
2021-07-01,12.826667836919171,0.08741252507347373,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.983041702639142,-0.020100876991172356
2021-08-01,12.828540877011648,-0.05969266180356777,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.837809555854577,-0.00961054900528957
2021-09-01,12.83373107775208,-0.03410478653285585,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.868587631865722,0.0060961318793957275
2021-10-01,12.836817153700087,-0.015819268593066094,-0.0,0.04859115253833749,0.0,0.0,12.869589037645358,-0.015013606314825623
2021-11-01,12.84508529698825,0.05103479368415015,-0.0,0.04859115253833749,0.0,0.0,12.944711243210739,0.002767653662731462
2021-12-01,12.852398163992232,0.2779807677139324,-0.0,0.04859115253833749,0.0,0.0,13.178970084244503,-0.010402741143801464
2022-01-01,12.863301618753232,-0.08209218067295738,-0.0,0.04859115253833749,0.0,0.0,12.829800590618612,0.012076098688972081
2022-02-01,12.870036910219046,-0.14438092250889206,-0.0,0.04859115253833749,0.0,0.0,12.774247140248491,0.006704219883017615
2022-03-01,12.874458183383283,0.019551103371545156,-0.0,0.04859115253833749,0.0,0.0,12.942600439293166,0.02103680685208431
2022-04-01,12.871618432359615,-0.052962381797444454,-0.0,0.04859115253833749,0.0,0.0,12.867247203100508,0.0003761711494636444
2022-05-01,12.868648839698976,-0.0639609199580031,-0.0,0.04859115253833749,0.0,0.0,12.85327907227931,-0.0035331440512393897
2022-06-01,12.866898737800309,0.01721790020368471,-0.0,0.04859115253833749,0.0,0.0,12.93270779054233,-0.005316045819391491
2022-07-01,12.866983510374961,0.08592118180350064,-0.0,0.04859115253833749,0.0,0.0,13.0014958447168,-0.0061865970555530225
